date,location,commodity,unit,price
2021-08-15,Thakurgaon,Rice (coarse),KG,46.77
2021-08-15,Thakurgaon,Wheat flour,KG,33.38
2021-08-15,Habiganj,Wheat flour,KG,34.5
2021-08-15,Habiganj,Oil (palm),L,115.88
2021-08-15,Maulvibazar,Rice (coarse),KG,45.45
2021-08-15,Sunamganj,Rice (coarse),KG,36.0
2021-08-15,Sunamganj,Wheat flour,KG,36.0
2021-08-15,Sunamganj,Oil (palm),L,120.0
2021-08-15,Sunamganj,Lentils (masur),KG,105.0
2021-08-15,Sylhet,Rice (coarse),KG,48.0
2021-08-15,Sylhet,Oil (palm),L,113.37
2021-08-15,Sylhet,Lentils (masur),KG,77.5
2021-09-15,Barguna,Oil (palm),L,122.57
2021-09-15,Barisal,Rice (coarse),KG,41.0
2021-09-15,Barisal,Wheat flour,KG,35.38
2021-09-15,Barisal,Oil (palm),L,124.32
2021-09-15,Barisal,Lentils (masur),KG,76.51
2021-09-15,Bhola,Lentils (masur),KG,82.63
2021-09-15,Jhalokati,Wheat flour,KG,34.28
2021-09-15,Jhalokati,Lentils (masur),KG,85.78
2021-09-15,Jhalokati,Wheat flour,KG,42.5
2021-09-15,Jhalokati,Lentils (masur),KG,72.5
2021-09-15,Pirojpur,Wheat flour,KG,34.5
2021-09-15,Pirojpur,Oil (palm),L,124.35
2021-09-15,Bandarban,Wheat flour,KG,34.13
2021-09-15,Bandarban,Lentils (masur),KG,72.33
2021-09-15,Brahamanbaria,Wheat flour,KG,33.14
2021-09-15,Brahamanbaria,Oil (palm),L,118.25
2021-09-15,Brahamanbaria,Lentils (masur),KG,84.89
2021-09-15,Chandpur,Wheat flour,KG,37.24
2021-09-15,Chittagong,Rice (coarse),KG,43.88
2021-09-15,Chittagong,Wheat flour,KG,34.5
2021-09-15,Chittagong,Oil (palm),L,124.0
2021-09-15,Comilla,Wheat flour,KG,39.0
2021-09-15,Comilla,Oil (palm),L,116.81
2021-09-15,Cox'S Bazar,Oil (palm),L,126.95
2021-09-15,Cox'S Bazar,Lentils (masur),KG,76.5
2021-09-15,Feni,Rice (coarse),KG,42.97
2021-09-15,Feni,Wheat flour,KG,34.5
2021-09-15,Feni,Lentils (masur),KG,88.25
2021-09-15,Khagrachhari,Wheat flour,KG,35.19
2021-09-15,Khagrachhari,Oil (palm),L,107.5
2021-09-15,Lakshmipur,Oil (palm),L,127.5
2021-09-15,Noakhali,Rice (coarse),KG,36.57
2021-09-15,Noakhali,Wheat flour,KG,41.27
2021-09-15,Noakhali,Lentils (masur),KG,69.5
2021-09-15,Rangamati,Wheat flour,KG,38.48
2021-09-15,Rangamati,Oil (palm),L,117.81
2021-09-15,Rangamati,Lentils (masur),KG,80.0
2021-09-15,Dhaka,Rice (coarse),KG,46.0
2021-09-15,Dhaka,Wheat flour,KG,39.0
2021-09-15,Faridpur,Oil (palm),L,125.08
2021-09-15,Gazipur,Wheat flour,KG,40.17
2021-09-15,Gazipur,Oil (palm),L,119.74
2021-09-15,Gopalganj,Rice (coarse),KG,44.61
2021-09-15,Gopalganj,Oil (palm),L,120.38
2021-09-15,Kishoreganj,Wheat flour,KG,35.61
2021-09-15,Kishoreganj,Lentils (masur),KG,87.74
2021-09-15,Madaripur,Oil (palm),L,119.86
2021-09-15,Manikganj,Rice (coarse),KG,49.0
2021-09-15,Manikganj,Lentils (masur),KG,86.07
2021-09-15,Munshiganj,Rice (coarse),KG,45.5
2021-09-15,Munshiganj,Wheat flour,KG,36.36
2021-09-15,Munshiganj,Lentils (masur),KG,83.14
2021-09-15,Narsingdi,Wheat flour,KG,34.5
2021-09-15,Rajbari,Rice (coarse),KG,43.0
2021-09-15,Rajbari,Wheat flour,KG,34.47
2021-09-15,Shariatpur,Rice (coarse),KG,43.55
2021-09-15,Shariatpur,Oil (palm),L,117.61
2021-09-15,Shariatpur,Lentils (masur),KG,82.3
2021-09-15,Tangail,Oil (palm),L,122.62
2021-09-15,Bagerhat,Rice (coarse),KG,41.0
2021-09-15,Bagerhat,Wheat flour,KG,32.66
2021-09-15,Bagerhat,Oil (palm),L,123.55
2021-09-15,Bagerhat,Lentils (masur),KG,85.08
2021-09-15,Chuadanga,Rice (coarse),KG,45.3
2021-09-15,Chuadanga,Oil (palm),L,121.76
2021-09-15,Jessore,Oil (palm),L,116.98
2021-09-15,Jessore,Lentils (masur),KG,84.7
2021-09-15,Khulna,Wheat flour,KG,35.13
2021-09-15,Khulna,Oil (palm),L,129.99
2021-09-15,Khulna,Lentils (masur),KG,86.38
2021-09-15,Kushtia,Rice (coarse),KG,43.77
2021-09-15,Kushtia,Oil (palm),L,120.16
2021-09-15,Magura,Wheat flour,KG,34.03
2021-09-15,Meherpur,Rice (coarse),KG,45.0
2021-09-15,Narail,Rice (coarse),KG,44.5
2021-09-15,Satkhira,Oil (palm),L,119.99
2021-09-15,Satkhira,Lentils (masur),KG,82.17
2021-09-15,Jamalpur,Rice (coarse),KG,42.13
2021-09-15,Jamalpur,Oil (palm),L,128.82
2021-09-15,Jamalpur,Lentils (masur),KG,89.9
2021-09-15,Mymensingh,Wheat flour,KG,33.5
2021-09-15,Mymensingh,Oil (palm),L,112.84
2021-09-15,Netrakona,Oil (palm),L,129.49
2021-09-15,Sherpur,Oil (palm),L,122.5
2021-09-15,Bogra,Rice (coarse),KG,42.45
2021-09-15,Bogra,Oil (palm),L,122.39
2021-09-15,Joypurhat,Oil (palm),L,118.42
2021-09-15,Naogaon,Rice (coarse),KG,45.5
2021-09-15,Naogaon,Wheat flour,KG,33.13
2021-09-15,Naogaon,Oil (palm),L,121.4
2021-09-15,Natore,Rice (coarse),KG,42.34
2021-09-15,Nawabganj,Rice (coarse),KG,45.02
2021-09-15,Nawabganj,Wheat flour,KG,41.0
2021-09-15,Nawabganj,Lentils (masur),KG,72.58
2021-09-15,Pabna,Wheat flour,KG,35.5
2021-09-15,Pabna,Oil (palm),L,121.62
2021-09-15,Rajshahi,Wheat flour,KG,34.92
2021-09-15,Rajshahi,Oil (palm),L,113.0
2021-09-15,Rajshahi,Lentils (masur),KG,89.13
2021-09-15,Sirajganj,Rice (coarse),KG,43.0
2021-09-15,Sirajganj,Oil (palm),L,120.58
2021-09-15,Sirajganj,Lentils (masur),KG,86.28
2021-09-15,Dinajpur,Oil (palm),L,124.82
2021-09-15,Dinajpur,Lentils (masur),KG,89.56
2021-09-15,Gaibandha,Rice (coarse),KG,38.08
2021-09-15,Kurigram,Rice (coarse),KG,46.0
2021-09-15,Kurigram,Wheat flour,KG,38.0
2021-09-15,Kurigram,Oil (palm),L,115.0
2021-09-15,Kurigram,Lentils (masur),KG,95.0
2021-09-15,Lalmonirhat,Rice (coarse),KG,41.59
2021-09-15,Lalmonirhat,Oil (palm),L,116.73
2021-09-15,Nilphamari,Wheat flour,KG,35.5
2021-09-15,Nilphamari,Oil (palm),L,120.59
2021-09-15,Panchagarh,Oil (palm),L,128.0
2021-09-15,Rangpur,Rice (coarse),KG,42.5
2021-09-15,Rangpur,Wheat flour,KG,32.78
2021-09-15,Rangpur,Oil (palm),L,128.54
2021-09-15,Thakurgaon,Rice (coarse),KG,45.5
2021-09-15,Thakurgaon,Wheat flour,KG,34.58
2021-09-15,Habiganj,Rice (coarse),KG,42.58
2021-09-15,Habiganj,Oil (palm),L,122.4
2021-09-15,Maulvibazar,Lentils (masur),KG,88.55
2021-09-15,Sunamganj,Rice (coarse),KG,36.0
2021-09-15,Sunamganj,Oil (palm),L,120.0
2021-09-15,Sunamganj,Lentils (masur),KG,105.0
2021-09-15,Sylhet,Wheat flour,KG,35.92
2021-09-15,Sylhet,Lentils (masur),KG,82.7
2021-10-15,Barguna,Oil (palm),L,131.93
2021-10-15,Barguna,Lentils (masur),KG,91.0
2021-10-15,Barisal,Rice (coarse),KG,41.45
2021-10-15,Barisal,Oil (palm),L,132.53
2021-10-15,Bhola,Lentils (masur),KG,87.04
2021-10-15,Jhalokati,Rice (coarse),KG,42.66
2021-10-15,Jhalokati,Wheat flour,KG,35.27
2021-10-15,Jhalokati,Lentils (masur),KG,90.38
2021-10-15,Jhalokati,Wheat flour,KG,39.97
2021-10-15,Jhalokati,Oil (palm),L,130.78
2021-10-15,Pirojpur,Wheat flour,KG,34.5
2021-10-15,Pirojpur,Oil (palm),L,128.02
2021-10-15,Bandarban,Wheat flour,KG,34.5
2021-10-15,Bandarban,Oil (palm),L,127.27
2021-10-15,Brahamanbaria,Wheat flour,KG,38.38
2021-10-15,Brahamanbaria,Lentils (masur),KG,85.5
2021-10-15,Chittagong,Wheat flour,KG,39.15
2021-10-15,Chittagong,Oil (palm),L,131.78
2021-10-15,Comilla,Rice (coarse),KG,45.16
2021-10-15,Cox'S Bazar,Wheat flour,KG,36.58
2021-10-15,Cox'S Bazar,Oil (palm),L,133.29
2021-10-15,Cox'S Bazar,Lentils (masur),KG,76.5
2021-10-15,Feni,Rice (coarse),KG,41.26
2021-10-15,Feni,Lentils (masur),KG,90.63
2021-10-15,Khagrachhari,Wheat flour,KG,36.14
2021-10-15,Lakshmipur,Wheat flour,KG,39.5
2021-10-15,Noakhali,Rice (coarse),KG,40.89
2021-10-15,Noakhali,Wheat flour,KG,41.0
2021-10-15,Noakhali,Lentils (masur),KG,70.18
2021-10-15,Rangamati,Rice (coarse),KG,44.14
2021-10-15,Dhaka,Rice (coarse),KG,44.85
2021-10-15,Dhaka,Wheat flour,KG,39.0
2021-10-15,Faridpur,Rice (coarse),KG,45.13
2021-10-15,Gazipur,Wheat flour,KG,39.0
2021-10-15,Gazipur,Oil (palm),L,126.77
2021-10-15,Gazipur,Lentils (masur),KG,91.0
2021-10-15,Gopalganj,Rice (coarse),KG,43.56
2021-10-15,Gopalganj,Oil (palm),L,127.58
2021-10-15,Kishoreganj,Wheat flour,KG,36.5
2021-10-15,Madaripur,Oil (palm),L,123.66
2021-10-15,Manikganj,Rice (coarse),KG,49.0
2021-10-15,Manikganj,Wheat flour,KG,36.6
2021-10-15,Munshiganj,Lentils (masur),KG,84.66
2021-10-15,Narayanganj,Rice (coarse),KG,47.0
2021-10-15,Narayanganj,Wheat flour,KG,35.5
2021-10-15,Narsingdi,Wheat flour,KG,36.13
2021-10-15,Rajbari,Rice (coarse),KG,43.0
2021-10-15,Rajbari,Wheat flour,KG,36.47
2021-10-15,Shariatpur,Oil (palm),L,122.2
2021-10-15,Shariatpur,Lentils (masur),KG,82.5
2021-10-15,Tangail,Oil (palm),L,125.62
2021-10-15,Bagerhat,Oil (palm),L,131.77
2021-10-15,Chuadanga,Rice (coarse),KG,45.32
2021-10-15,Chuadanga,Oil (palm),L,127.99
2021-10-15,Jessore,Rice (coarse),KG,43.25
2021-10-15,Jessore,Wheat flour,KG,37.65
2021-10-15,Jessore,Oil (palm),L,129.6
2021-10-15,Jessore,Lentils (masur),KG,87.63
2021-10-15,Khulna,Rice (coarse),KG,43.16
2021-10-15,Khulna,Wheat flour,KG,37.02
2021-10-15,Khulna,Oil (palm),L,141.94
2021-10-15,Khulna,Lentils (masur),KG,88.29
2021-10-15,Kushtia,Rice (coarse),KG,43.0
2021-10-15,Kushtia,Wheat flour,KG,34.51
2021-10-15,Kushtia,Oil (palm),L,124.41
2021-10-15,Magura,Rice (coarse),KG,43.0
2021-10-15,Narail,Rice (coarse),KG,43.12
2021-10-15,Narail,Wheat flour,KG,36.13
2021-10-15,Satkhira,Oil (palm),L,128.28
2021-10-15,Satkhira,Lentils (masur),KG,83.0
2021-10-15,Jamalpur,Rice (coarse),KG,41.5
2021-10-15,Jamalpur,Oil (palm),L,132.15
2021-10-15,Jamalpur,Lentils (masur),KG,90.13
2021-10-15,Mymensingh,Rice (coarse),KG,45.5
2021-10-15,Mymensingh,Wheat flour,KG,33.75
2021-10-15,Mymensingh,Oil (palm),L,132.99
2021-10-15,Netrakona,Oil (palm),L,134.67
2021-10-15,Netrakona,Lentils (masur),KG,94.06
2021-10-15,Sherpur,Oil (palm),L,122.5
2021-10-15,Bogra,Oil (palm),L,129.42
2021-10-15,Joypurhat,Wheat flour,KG,34.5
2021-10-15,Joypurhat,Oil (palm),L,125.29
2021-10-15,Joypurhat,Lentils (masur),KG,79.0
2021-10-15,Naogaon,Rice (coarse),KG,45.5
2021-10-15,Naogaon,Oil (palm),L,124.0
2021-10-15,Natore,Rice (coarse),KG,38.41
2021-10-15,Natore,Oil (palm),L,127.94
2021-10-15,Nawabganj,Rice (coarse),KG,44.5
2021-10-15,Nawabganj,Wheat flour,KG,37.18
2021-10-15,Nawabganj,Oil (palm),L,125.09
2021-10-15,Nawabganj,Lentils (masur),KG,74.5
2021-10-15,Pabna,Wheat flour,KG,35.5
2021-10-15,Pabna,Oil (palm),L,129.0
2021-10-15,Rajshahi,Oil (palm),L,121.63
2021-10-15,Rajshahi,Lentils (masur),KG,89.92
2021-10-15,Sirajganj,Rice (coarse),KG,43.0
2021-10-15,Sirajganj,Oil (palm),L,127.48
2021-10-15,Sirajganj,Lentils (masur),KG,75.17
2021-10-15,Dinajpur,Oil (palm),L,131.46
2021-10-15,Dinajpur,Lentils (masur),KG,92.32
2021-10-15,Gaibandha,Oil (palm),L,129.4
2021-10-15,Kurigram,Rice (coarse),KG,45.23
2021-10-15,Kurigram,Oil (palm),L,117.71
2021-10-15,Lalmonirhat,Rice (coarse),KG,39.9
2021-10-15,Lalmonirhat,Oil (palm),L,124.06
2021-10-15,Lalmonirhat,Lentils (masur),KG,86.94
2021-10-15,Nilphamari,Wheat flour,KG,35.5
2021-10-15,Nilphamari,Oil (palm),L,126.0
2021-10-15,Panchagarh,Oil (palm),L,134.06
2021-10-15,Rangpur,Rice (coarse),KG,40.74
2021-10-15,Rangpur,Wheat flour,KG,33.37
2021-10-15,Rangpur,Oil (palm),L,134.77
2021-10-15,Thakurgaon,Rice (coarse),KG,45.06
2021-10-15,Thakurgaon,Wheat flour,KG,36.36
2021-10-15,Thakurgaon,Oil (palm),L,125.26
2021-10-15,Habiganj,Rice (coarse),KG,42.5
2021-10-15,Habiganj,Wheat flour,KG,35.43
2021-10-15,Habiganj,Oil (palm),L,125.21
2021-10-15,Maulvibazar,Lentils (masur),KG,92.16
2021-10-15,Sunamganj,Rice (coarse),KG,36.0
2021-10-15,Sunamganj,Oil (palm),L,122.85
2021-10-15,Sunamganj,Lentils (masur),KG,105.0
2021-10-15,Sylhet,Wheat flour,KG,37.18
2021-10-15,Sylhet,Oil (palm),L,132.48
2021-11-15,Barguna,Rice (coarse),KG,45.38
2021-11-15,Barguna,Oil (palm),L,134.71
2021-11-15,Barguna,Lentils (masur),KG,91.0
2021-11-15,Barisal,Rice (coarse),KG,42.0
2021-11-15,Barisal,Wheat flour,KG,38.44
2021-11-15,Barisal,Oil (palm),L,136.17
2021-11-15,Barisal,Lentils (masur),KG,84.47
2021-11-15,Bhola,Lentils (masur),KG,89.0
2021-11-15,Jhalokati,Wheat flour,KG,39.0
2021-11-15,Jhalokati,Oil (palm),L,137.5
2021-11-15,Jhalokati,Lentils (masur),KG,80.0
2021-11-15,Pirojpur,Rice (coarse),KG,40.65
2021-11-15,Pirojpur,Wheat flour,KG,35.59
2021-11-15,Pirojpur,Oil (palm),L,130.81
2021-11-15,Bandarban,Wheat flour,KG,35.85
2021-11-15,Bandarban,Oil (palm),L,134.13
2021-11-15,Bandarban,Lentils (masur),KG,81.57
2021-11-15,Chandpur,Wheat flour,KG,39.51
2021-11-15,Chittagong,Wheat flour,KG,44.5
2021-11-15,Chittagong,Oil (palm),L,134.55
2021-11-15,Comilla,Rice (coarse),KG,45.0
2021-11-15,Comilla,Wheat flour,KG,38.95
2021-11-15,Comilla,Oil (palm),L,136.5
2021-11-15,Comilla,Lentils (masur),KG,90.3
2021-11-15,Cox'S Bazar,Oil (palm),L,136.85
2021-11-15,Cox'S Bazar,Lentils (masur),KG,78.8
2021-11-15,Feni,Wheat flour,KG,38.31
2021-11-15,Khagrachhari,Wheat flour,KG,36.5
2021-11-15,Lakshmipur,Wheat flour,KG,39.5
2021-11-15,Lakshmipur,Oil (palm),L,127.5
2021-11-15,Noakhali,Rice (coarse),KG,42.03
2021-11-15,Noakhali,Wheat flour,KG,41.0
2021-11-15,Rangamati,Rice (coarse),KG,44.0
2021-11-15,Rangamati,Wheat flour,KG,38.25
2021-11-15,Rangamati,Oil (palm),L,117.7
2021-11-15,Dhaka,Rice (coarse),KG,45.4
2021-11-15,Dhaka,Wheat flour,KG,39.32
2021-11-15,Faridpur,Rice (coarse),KG,45.08
2021-11-15,Faridpur,Wheat flour,KG,37.84
2021-11-15,Faridpur,Oil (palm),L,135.37
2021-11-15,Gazipur,Rice (coarse),KG,45.5
2021-11-15,Gazipur,Wheat flour,KG,39.22
2021-11-15,Gazipur,Oil (palm),L,130.5
2021-11-15,Gazipur,Lentils (masur),KG,91.0
2021-11-15,Gopalganj,Rice (coarse),KG,42.15
2021-11-15,Gopalganj,Oil (palm),L,132.36
2021-11-15,Kishoreganj,Rice (coarse),KG,39.0
2021-11-15,Kishoreganj,Wheat flour,KG,37.02
2021-11-15,Manikganj,Rice (coarse),KG,49.0
2021-11-15,Manikganj,Wheat flour,KG,39.79
2021-11-15,Manikganj,Lentils (masur),KG,87.5
2021-11-15,Munshiganj,Rice (coarse),KG,45.5
2021-11-15,Munshiganj,Wheat flour,KG,36.59
2021-11-15,Munshiganj,Lentils (masur),KG,89.0
2021-11-15,Rajbari,Rice (coarse),KG,43.0
2021-11-15,Shariatpur,Rice (coarse),KG,44.35
2021-11-15,Shariatpur,Wheat flour,KG,39.37
2021-11-15,Shariatpur,Lentils (masur),KG,82.5
2021-11-15,Tangail,Oil (palm),L,131.0
2021-11-15,Bagerhat,Rice (coarse),KG,35.6
2021-11-15,Bagerhat,Wheat flour,KG,37.37
2021-11-15,Bagerhat,Oil (palm),L,133.0
2021-11-15,Chuadanga,Rice (coarse),KG,43.5
2021-11-15,Chuadanga,Oil (palm),L,133.0
2021-11-15,Jessore,Rice (coarse),KG,44.0
2021-11-15,Jessore,Oil (palm),L,132.02
2021-11-15,Jessore,Lentils (masur),KG,88.67
2021-11-15,Khulna,Rice (coarse),KG,43.83
2021-11-15,Khulna,Oil (palm),L,141.83
2021-11-15,Kushtia,Rice (coarse),KG,42.48
2021-11-15,Kushtia,Wheat flour,KG,38.43
2021-11-15,Magura,Rice (coarse),KG,43.25
2021-11-15,Magura,Wheat flour,KG,39.58
2021-11-15,Narail,Rice (coarse),KG,41.2
2021-11-15,Satkhira,Rice (coarse),KG,41.47
2021-11-15,Satkhira,Lentils (masur),KG,83.0
2021-11-15,Jamalpur,Rice (coarse),KG,41.5
2021-11-15,Jamalpur,Oil (palm),L,132.59
2021-11-15,Mymensingh,Wheat flour,KG,36.24
2021-11-15,Mymensingh,Oil (palm),L,134.5
2021-11-15,Netrakona,Oil (palm),L,137.8
2021-11-15,Netrakona,Lentils (masur),KG,92.73
2021-11-15,Sherpur,Oil (palm),L,135.27
2021-11-15,Bogra,Rice (coarse),KG,41.0
2021-11-15,Bogra,Oil (palm),L,134.0
2021-11-15,Joypurhat,Wheat flour,KG,34.5
2021-11-15,Joypurhat,Oil (palm),L,129.0
2021-11-15,Joypurhat,Lentils (masur),KG,79.0
2021-11-15,Naogaon,Rice (coarse),KG,45.5
2021-11-15,Naogaon,Wheat flour,KG,35.46
2021-11-15,Naogaon,Oil (palm),L,128.14
2021-11-15,Natore,Rice (coarse),KG,36.3
2021-11-15,Natore,Oil (palm),L,131.52
2021-11-15,Nawabganj,Rice (coarse),KG,44.5
2021-11-15,Nawabganj,Wheat flour,KG,38.04
2021-11-15,Nawabganj,Oil (palm),L,127.95
2021-11-15,Nawabganj,Lentils (masur),KG,74.5
2021-11-15,Pabna,Wheat flour,KG,35.5
2021-11-15,Rajshahi,Rice (coarse),KG,44.5
2021-11-15,Rajshahi,Oil (palm),L,129.16
2021-11-15,Rajshahi,Lentils (masur),KG,87.5
2021-11-15,Sirajganj,Rice (coarse),KG,43.1
2021-11-15,Sirajganj,Oil (palm),L,129.71
2021-11-15,Sirajganj,Lentils (masur),KG,86.59
2021-11-15,Dinajpur,Rice (coarse),KG,39.7
2021-11-15,Dinajpur,Oil (palm),L,130.73
2021-11-15,Dinajpur,Lentils (masur),KG,86.93
2021-11-15,Gaibandha,Rice (coarse),KG,33.5
2021-11-15,Gaibandha,Oil (palm),L,132.68
2021-11-15,Kurigram,Wheat flour,KG,38.0
2021-11-15,Kurigram,Oil (palm),L,118.6
2021-11-15,Lalmonirhat,Rice (coarse),KG,39.0
2021-11-15,Lalmonirhat,Oil (palm),L,127.5
2021-11-15,Lalmonirhat,Lentils (masur),KG,87.3
2021-11-15,Nilphamari,Wheat flour,KG,38.35
2021-11-15,Nilphamari,Oil (palm),L,126.0
2021-11-15,Rangpur,Wheat flour,KG,34.9
2021-11-15,Rangpur,Oil (palm),L,141.07
2021-11-15,Thakurgaon,Rice (coarse),KG,43.75
2021-11-15,Thakurgaon,Lentils (masur),KG,89.0
2021-11-15,Habiganj,Rice (coarse),KG,41.15
2021-11-15,Habiganj,Wheat flour,KG,39.0
2021-11-15,Habiganj,Oil (palm),L,135.4
2021-11-15,Maulvibazar,Rice (coarse),KG,39.15
2021-11-15,Maulvibazar,Lentils (masur),KG,91.67
2021-11-15,Sunamganj,Oil (palm),L,130.0
2021-11-15,Sunamganj,Lentils (masur),KG,105.0
2021-11-15,Sylhet,Wheat flour,KG,38.05
2021-11-15,Sylhet,Oil (palm),L,138.44
2021-11-15,Sylhet,Lentils (masur),KG,91.85
2021-12-15,Barguna,Rice (coarse),KG,39.5
2021-12-15,Barguna,Oil (palm),L,135.5
2021-12-15,Barguna,Lentils (masur),KG,91.0
2021-12-15,Barisal,Wheat flour,KG,40.32
2021-12-15,Barisal,Oil (palm),L,135.0
2021-12-15,Barisal,Lentils (masur),KG,89.73
2021-12-15,Bhola,Lentils (masur),KG,88.81
2021-12-15,Jhalokati,Wheat flour,KG,41.12
2021-12-15,Jhalokati,Lentils (masur),KG,93.26
2021-12-15,Jhalokati,Wheat flour,KG,38.66
2021-12-15,Jhalokati,Lentils (masur),KG,80.0
2021-12-15,Pirojpur,Wheat flour,KG,40.0
2021-12-15,Pirojpur,Oil (palm),L,131.0
2021-12-15,Bandarban,Oil (palm),L,134.5
2021-12-15,Bandarban,Lentils (masur),KG,90.44
2021-12-15,Brahamanbaria,Wheat flour,KG,48.09
2021-12-15,Brahamanbaria,Oil (palm),L,124.5
2021-12-15,Chandpur,Wheat flour,KG,41.75
2021-12-15,Chittagong,Oil (palm),L,132.66
2021-12-15,Comilla,Wheat flour,KG,39.84
2021-12-15,Comilla,Oil (palm),L,136.54
2021-12-15,Comilla,Lentils (masur),KG,87.9
2021-12-15,Cox'S Bazar,Wheat flour,KG,44.0
2021-12-15,Feni,Wheat flour,KG,39.5
2021-12-15,Feni,Lentils (masur),KG,90.89
2021-12-15,Khagrachhari,Oil (palm),L,129.0
2021-12-15,Lakshmipur,Wheat flour,KG,40.3
2021-12-15,Lakshmipur,Oil (palm),L,127.5
2021-12-15,Noakhali,Wheat flour,KG,44.53
2021-12-15,Noakhali,Lentils (masur),KG,89.55
2021-12-15,Rangamati,Rice (coarse),KG,45.75
2021-12-15,Rangamati,Wheat flour,KG,40.02
2021-12-15,Rangamati,Lentils (masur),KG,86.1
2021-12-15,Dhaka,Wheat flour,KG,42.26
2021-12-15,Faridpur,Oil (palm),L,134.47
2021-12-15,Gazipur,Oil (palm),L,130.5
2021-12-15,Gazipur,Lentils (masur),KG,91.97
2021-12-15,Gopalganj,Oil (palm),L,132.5
2021-12-15,Kishoreganj,Wheat flour,KG,40.0
2021-12-15,Kishoreganj,Oil (palm),L,131.0
2021-12-15,Kishoreganj,Lentils (masur),KG,89.63
2021-12-15,Manikganj,Wheat flour,KG,41.0
2021-12-15,Manikganj,Lentils (masur),KG,89.73
2021-12-15,Munshiganj,Wheat flour,KG,38.27
2021-12-15,Narsingdi,Wheat flour,KG,38.41
2021-12-15,Rajbari,Wheat flour,KG,39.0
2021-12-15,Shariatpur,Wheat flour,KG,39.0
2021-12-15,Shariatpur,Oil (palm),L,131.0
2021-12-15,Shariatpur,Lentils (masur),KG,81.46
2021-12-15,Tangail,Oil (palm),L,131.0
2021-12-15,Bagerhat,Oil (palm),L,133.0
2021-12-15,Bagerhat,Lentils (masur),KG,83.46
2021-12-15,Chuadanga,Oil (palm),L,133.0
2021-12-15,Jessore,Wheat flour,KG,41.0
2021-12-15,Khulna,Wheat flour,KG,39.15
2021-12-15,Kushtia,Oil (palm),L,131.0
2021-12-15,Magura,Wheat flour,KG,40.16
2021-12-15,Narail,Oil (palm),L,131.5
2021-12-15,Satkhira,Oil (palm),L,130.89
2021-12-15,Satkhira,Lentils (masur),KG,85.66
2021-12-15,Jamalpur,Oil (palm),L,129.74
2021-12-15,Mymensingh,Oil (palm),L,131.13
2021-12-15,Netrakona,Oil (palm),L,137.0
2021-12-15,Netrakona,Lentils (masur),KG,93.53
2021-12-15,Sherpur,Oil (palm),L,136.59
2021-12-15,Bogra,Oil (palm),L,131.82
2021-12-15,Joypurhat,Wheat flour,KG,34.5
2021-12-15,Joypurhat,Oil (palm),L,129.0
2021-12-15,Naogaon,Wheat flour,KG,37.0
2021-12-15,Naogaon,Oil (palm),L,129.0
2021-12-15,Nawabganj,Rice (coarse),KG,39.0
2021-12-15,Nawabganj,Wheat flour,KG,39.0
2021-12-15,Nawabganj,Oil (palm),L,125.45
2021-12-15,Nawabganj,Lentils (masur),KG,74.5
2021-12-15,Pabna,Oil (palm),L,131.73
2021-12-15,Rajshahi,Rice (coarse),KG,44.5
2021-12-15,Rajshahi,Wheat flour,KG,39.0
2021-12-15,Rajshahi,Oil (palm),L,134.81
2021-12-15,Rajshahi,Lentils (masur),KG,88.21
2021-12-15,Sirajganj,Wheat flour,KG,39.89
2021-12-15,Sirajganj,Oil (palm),L,128.18
2021-12-15,Sirajganj,Lentils (masur),KG,87.5
2021-12-15,Dinajpur,Oil (palm),L,129.06
2021-12-15,Gaibandha,Oil (palm),L,132.37
2021-12-15,Kurigram,Wheat flour,KG,42.45
2021-12-15,Kurigram,Lentils (masur),KG,95.0
2021-12-15,Nilphamari,Wheat flour,KG,39.0
2021-12-15,Nilphamari,Oil (palm),L,126.0
2021-12-15,Panchagarh,Oil (palm),L,133.99
2021-12-15,Rangpur,Wheat flour,KG,37.53
2021-12-15,Rangpur,Oil (palm),L,136.69
2021-12-15,Thakurgaon,Wheat flour,KG,39.5
2021-12-15,Thakurgaon,Lentils (masur),KG,89.0
2021-12-15,Habiganj,Oil (palm),L,137.5
2021-12-15,Maulvibazar,Wheat flour,KG,47.91
2021-12-15,Maulvibazar,Lentils (masur),KG,91.31
2021-12-15,Sunamganj,Wheat flour,KG,40.81
2021-12-15,Sunamganj,Oil (palm),L,130.0
2021-12-15,Sunamganj,Lentils (masur),KG,98.56
2021-12-15,Sylhet,Wheat flour,KG,38.97
2021-12-15,Sylhet,Lentils (masur),KG,93.6
2022-01-15,Barguna,Oil (palm),L,137.05
2022-01-15,Barguna,Lentils (masur),KG,95.09
2022-01-15,Bhola,Lentils (masur),KG,87.05
2022-01-15,Jhalokati,Wheat flour,KG,39.0
2022-01-15,Jhalokati,Oil (palm),L,137.54
2022-01-15,Pirojpur,Oil (palm),L,134.15
2022-01-15,Bandarban,Oil (palm),L,134.5
2022-01-15,Bandarban,Lentils (masur),KG,92.5
2022-01-15,Brahamanbaria,Oil (palm),L,127.34
2022-01-15,Brahamanbaria,Lentils (masur),KG,92.91
2022-01-15,Chandpur,Wheat flour,KG,44.5
2022-01-15,Chittagong,Oil (palm),L,133.63
2022-01-15,Comilla,Wheat flour,KG,40.85
2022-01-15,Comilla,Oil (palm),L,137.24
