date,location,commodity,price,rfh
2015-04,Sylhet,Lentils (masur),94.0,159.68516666666667
2015-05,Barisal,Rice (coarse),27.5,24.166666666666668
2015-05,Barisal,Wheat flour,35.0,24.166666666666668
2015-05,Barisal,Oil (palm),66.0,24.166666666666668
2015-05,Barisal,Lentils (masur),93.4,24.166666666666668
2015-05,Chittagong,Rice (coarse),32.29,37.18543333333333
2015-05,Chittagong,Wheat flour,34.73,37.18543333333333
2015-05,Chittagong,Oil (palm),68.6,37.18543333333333
2015-05,Chittagong,Lentils (masur),92.3,37.18543333333333
2015-05,Dhaka,Rice (coarse),30.4,67.3148
2015-05,Dhaka,Oil (palm),66.07,67.3148
2015-05,Dhaka,Lentils (masur),91.86,67.3148
2015-05,Khulna,Rice (coarse),27.0,21.581333333333333
2015-05,Khulna,Wheat flour,34.0,21.581333333333333
2015-05,Khulna,Lentils (masur),87.43,21.581333333333333
2015-05,Rajshahi,Wheat flour,33.75,37.77256666666667
2015-05,Rajshahi,Lentils (masur),90.75,37.77256666666667
2015-05,Sylhet,Rice (coarse),28.5,290.7513333333333
2015-05,Sylhet,Oil (palm),71.25,290.7513333333333
2015-06,Barisal,Rice (coarse),27.33,154.8375
2015-06,Barisal,Wheat flour,33.75,154.8375
2015-06,Barisal,Oil (palm),66.0,154.8375
2015-06,Chittagong,Rice (coarse),32.5,256.7925
2015-06,Chittagong,Wheat flour,34.0,256.7925
2015-06,Chittagong,Oil (palm),68.3,256.7925
2015-06,Chittagong,Lentils (masur),97.0,256.7925
2015-06,Dhaka,Wheat flour,29.4,99.24073333333332
2015-06,Dhaka,Wheat flour,34.71,99.24073333333332
2015-06,Dhaka,Oil (palm),65.87,99.24073333333332
2015-06,Khulna,Rice (coarse),26.7,122.24
2015-06,Khulna,Wheat flour,33.44,122.24
2015-06,Khulna,Lentils (masur),88.57,122.24
2015-06,Rajshahi,Rice (coarse),25.45,78.10589999999999
2015-06,Rajshahi,Wheat flour,33.57,78.10589999999999
2015-06,Rajshahi,Lentils (masur),94.11,78.10589999999999
2015-06,Sylhet,Wheat flour,34.75,232.98676666666665
2015-06,Sylhet,Lentils (masur),100.0,232.98676666666665
2015-07,Barisal,Rice (coarse),27.33,274.675
2015-07,Barisal,Wheat flour,33.0,274.675
2015-07,Barisal,Oil (palm),67.75,274.675
2015-07,Barisal,Lentils (masur),98.5,274.675
2015-07,Chittagong,Rice (coarse),28.8,481.8322333333333
2015-07,Chittagong,Wheat flour,34.18,481.8322333333333
2015-07,Chittagong,Oil (palm),67.8,481.8322333333333
2015-07,Dhaka,Wheat flour,28.4,201.3642333333333
2015-07,Dhaka,Wheat flour,34.57,201.3642333333333
2015-07,Khulna,Rice (coarse),26.9,273.9893333333334
2015-07,Khulna,Wheat flour,33.33,273.9893333333334
2015-07,Khulna,Oil (palm),63.17,273.9893333333334
2015-07,Khulna,Lentils (masur),89.86,273.9893333333334
2015-07,Rajshahi,Wheat flour,33.43,164.41963333333334
2015-07,Rajshahi,Oil (palm),65.06,164.41963333333334
2015-07,Sylhet,Wheat flour,34.75,296.26983333333334
2015-08,Barisal,Wheat flour,34.0,112.70416666666668
2015-08,Barisal,Oil (palm),70.0,112.70416666666668
2015-08,Barisal,Lentils (masur),104.0,112.70416666666668
2015-08,Chittagong,Rice (coarse),28.6,175.59383333333335
2015-08,Chittagong,Wheat flour,34.09,175.59383333333335
2015-08,Chittagong,Oil (palm),69.2,175.59383333333335
2015-08,Dhaka,Wheat flour,28.0,121.71606666666666
2015-08,Dhaka,Rice (coarse),28.67,121.71606666666666
2015-08,Khulna,Rice (coarse),26.9,95.664
2015-08,Khulna,Wheat flour,33.22,95.664
2015-08,Khulna,Oil (palm),64.67,95.664
2015-08,Khulna,Lentils (masur),96.29,95.664
2015-08,Rajshahi,Wheat flour,32.85,90.6549
2015-08,Rajshahi,Oil (palm),67.38,90.6549
2015-08,Rajshahi,Lentils (masur),103.42,90.6549
2015-08,Sylhet,Rice (coarse),26.75,255.54493333333332
2015-08,Sylhet,Wheat flour,34.0,255.54493333333332
2015-09,Barisal,Wheat flour,34.0,128.25
2015-09,Barisal,Lentils (masur),105.2,128.25
2015-09,Chittagong,Wheat flour,34.1,121.99336666666666
2015-09,Chittagong,Oil (palm),68.6,121.99336666666666
2015-09,Chittagong,Lentils (masur),104.0,121.99336666666666
2015-09,Dhaka,Rice (coarse),28.62,98.80246666666666
2015-09,Dhaka,Wheat flour,33.85,98.80246666666666
2015-09,Dhaka,Lentils (masur),101.07,98.80246666666666
2015-09,Khulna,Wheat flour,32.86,98.29866666666663
2015-09,Khulna,Oil (palm),63.67,98.29866666666663
2015-09,Khulna,Lentils (masur),96.57,98.29866666666663
2015-09,Rajshahi,Wheat flour,32.25,63.56473333333333
2015-09,Rajshahi,Oil (palm),64.0,63.56473333333333
2015-09,Rajshahi,Lentils (masur),102.92,63.56473333333333
2015-09,Sylhet,Rice (coarse),26.0,151.19843333333333
2015-09,Sylhet,Wheat flour,34.0,151.19843333333333
2015-10,Barisal,Rice (coarse),27.0,58.975
2015-10,Barisal,Wheat flour,33.8,58.975
2015-10,Barisal,Oil (palm),68.25,58.975
2015-10,Chittagong,Rice (coarse),29.0,85.51216666666666
2015-10,Chittagong,Wheat flour,33.91,85.51216666666666
2015-10,Chittagong,Oil (palm),65.8,85.51216666666666
2015-10,Chittagong,Lentils (masur),103.2,85.51216666666666
2015-10,Dhaka,Wheat flour,28.0,41.66666666666666
2015-10,Dhaka,Wheat flour,33.85,41.66666666666666
2015-10,Dhaka,Oil (palm),64.6,41.66666666666666
2015-10,Dhaka,Lentils (masur),99.0,41.66666666666666
2015-10,Khulna,Wheat flour,33.0,39.47466666666667
2015-10,Khulna,Oil (palm),62.17,39.47466666666667
2015-10,Khulna,Lentils (masur),96.14,39.47466666666667
2015-10,Rajshahi,Rice (coarse),26.23,14.047066666666666
2015-10,Rajshahi,Wheat flour,32.31,14.047066666666666
2015-10,Rajshahi,Oil (palm),61.47,14.047066666666666
2015-10,Rajshahi,Lentils (masur),100.75,14.047066666666666
2015-10,Sylhet,Wheat flour,33.75,44.43386666666667
2015-10,Sylhet,Oil (palm),72.0,44.43386666666667
2015-10,Sylhet,Lentils (masur),111.0,44.43386666666667
2015-11,Barisal,Rice (coarse),26.0,6.329166666666667
2015-11,Barisal,Oil (palm),66.75,6.329166666666667
2015-11,Barisal,Lentils (masur),104.6,6.329166666666667
2015-11,Chittagong,Rice (coarse),28.67,8.958066666666666
2015-11,Chittagong,Wheat flour,33.91,8.958066666666666
2015-11,Chittagong,Lentils (masur),102.8,8.958066666666666
2015-11,Dhaka,Wheat flour,27.66,2.623466666666667
2015-11,Dhaka,Rice (coarse),28.62,2.623466666666667
2015-11,Dhaka,Wheat flour,33.77,2.623466666666667
2015-11,Dhaka,Oil (palm),63.53,2.623466666666667
2015-11,Dhaka,Lentils (masur),99.43,2.623466666666667
2015-11,Khulna,Wheat flour,33.0,4.592
2015-11,Khulna,Oil (palm),62.0,4.592
2015-11,Khulna,Lentils (masur),96.43,4.592
2015-11,Rajshahi,Wheat flour,32.31,1.4431666666666667
2015-11,Rajshahi,Oil (palm),60.67,1.4431666666666667
2015-11,Sylhet,Wheat flour,33.5,4.330666666666667
2015-11,Sylhet,Oil (palm),69.5,4.330666666666667
2015-11,Sylhet,Lentils (masur),109.75,4.330666666666667
2015-12,Barisal,Oil (palm),66.0,1.8208333333333333
2015-12,Barisal,Lentils (masur),109.0,1.8208333333333333
2015-12,Chittagong,Wheat flour,33.91,3.2053
2015-12,Chittagong,Oil (palm),64.11,3.2053
2015-12,Chittagong,Lentils (masur),101.78,3.2053
2015-12,Dhaka,Wheat flour,27.15,1.8457
2015-12,Dhaka,Rice (coarse),27.5,1.8457
2015-12,Dhaka,Wheat flour,33.61,1.8457
2015-12,Dhaka,Oil (palm),62.93,1.8457
2015-12,Dhaka,Lentils (masur),99.29,1.8457
2015-12,Khulna,Rice (coarse),25.17,1.645333333333333
2015-12,Khulna,Wheat flour,32.89,1.645333333333333
2015-12,Khulna,Lentils (masur),96.71,1.645333333333333
2015-12,Rajshahi,Rice (coarse),24.55,0.7098
2015-12,Rajshahi,Wheat flour,32.23,0.7098
2015-12,Rajshahi,Oil (palm),58.5,0.7098
2015-12,Rajshahi,Lentils (masur),99.54,0.7098
2015-12,Sylhet,Rice (coarse),26.0,4.0978666666666665
2015-12,Sylhet,Oil (palm),69.0,4.0978666666666665
2015-12,Sylhet,Lentils (masur),107.0,4.0978666666666665
2016-01,Barisal,Rice (coarse),27.0,1.7291666666666667
2016-01,Barisal,Oil (palm),66.5,1.7291666666666667
2016-01,Barisal,Lentils (masur),108.4,1.7291666666666667
2016-01,Chittagong,Rice (coarse),28.33,1.7571666666666663
2016-01,Chittagong,Wheat flour,33.44,1.7571666666666663
2016-01,Chittagong,Oil (palm),66.0,1.7571666666666663
2016-01,Dhaka,Wheat flour,26.64,1.4074
2016-01,Dhaka,Rice (coarse),28.5,1.4074
2016-01,Dhaka,Wheat flour,33.46,1.4074
2016-01,Dhaka,Lentils (masur),103.71,1.4074
2016-01,Khulna,Wheat flour,32.44,2.4426666666666663
2016-01,Khulna,Oil (palm),65.67,2.4426666666666663
2016-01,Khulna,Lentils (masur),97.71,2.4426666666666663
2016-01,Rajshahi,Rice (coarse),24.82,5.768633333333334
2016-01,Rajshahi,Wheat flour,32.38,5.768633333333334
2016-01,Rajshahi,Lentils (masur),100.54,5.768633333333334
2016-01,Sylhet,Rice (coarse),27.0,2.6958
2016-01,Sylhet,Wheat flour,33.5,2.6958
2016-01,Sylhet,Lentils (masur),105.5,2.6958
2016-02,Barisal,Rice (coarse),27.0,12.879166666666668
2016-02,Barisal,Wheat flour,33.4,12.879166666666668
2016-02,Barisal,Oil (palm),65.25,12.879166666666668
2016-02,Chittagong,Wheat flour,33.37,4.8565000000000005
2016-02,Chittagong,Oil (palm),65.14,4.8565000000000005
2016-02,Dhaka,Wheat flour,26.33,6.771599999999999
2016-02,Dhaka,Rice (coarse),29.5,6.771599999999999
2016-02,Dhaka,Wheat flour,33.33,6.771599999999999
2016-02,Dhaka,Oil (palm),62.36,6.771599999999999
2016-02,Dhaka,Lentils (masur),103.86,6.771599999999999
2016-02,Khulna,Rice (coarse),25.67,17.458666666666666
2016-02,Khulna,Wheat flour,32.33,17.458666666666666
2016-02,Khulna,Oil (palm),63.67,17.458666666666666
2016-02,Khulna,Lentils (masur),98.28,17.458666666666666
2016-02,Rajshahi,Rice (coarse),25.0,3.729433333333333
2016-02,Rajshahi,Wheat flour,32.33,3.729433333333333
2016-02,Rajshahi,Oil (palm),57.78,3.729433333333333
2016-02,Rajshahi,Lentils (masur),99.61,3.729433333333333
2016-02,Sylhet,Rice (coarse),29.0,11.079366666666669
2016-02,Sylhet,Wheat flour,33.5,11.079366666666669
2016-02,Sylhet,Oil (palm),67.75,11.079366666666669
2016-02,Sylhet,Lentils (masur),103.75,11.079366666666669
2016-03,Barisal,Wheat flour,33.4,18.125
2016-03,Barisal,Oil (palm),66.75,18.125
2016-03,Barisal,Lentils (masur),106.33,18.125
2016-03,Chittagong,Rice (coarse),26.5,21.883
2016-03,Chittagong,Oil (palm),65.37,21.883
2016-03,Dhaka,Wheat flour,25.56,26.14813333333333
2016-03,Dhaka,Rice (coarse),28.33,26.14813333333333
2016-03,Dhaka,Wheat flour,33.25,26.14813333333333
2016-03,Dhaka,Oil (palm),62.93,26.14813333333333
2016-03,Khulna,Wheat flour,31.89,13.34666666666667
2016-03,Khulna,Oil (palm),61.8,13.34666666666667
2016-03,Khulna,Lentils (masur),99.71,13.34666666666667
2016-03,Rajshahi,Rice (coarse),23.9,17.3255
2016-03,Rajshahi,Wheat flour,31.83,17.3255
2016-03,Rajshahi,Oil (palm),60.57,17.3255
2016-03,Rajshahi,Lentils (masur),98.5,17.3255
2016-03,Sylhet,Rice (coarse),29.0,49.0635
2016-03,Sylhet,Wheat flour,33.5,49.0635
2016-03,Sylhet,Oil (palm),68.75,49.0635
2016-03,Sylhet,Lentils (masur),105.5,49.0635
2016-04,Barisal,Wheat flour,33.0,21.245833333333334
2016-04,Barisal,Oil (palm),69.33,21.245833333333334
2016-04,Barisal,Lentils (masur),109.0,21.245833333333334
2016-04,Chittagong,Rice (coarse),25.8,21.60043333333333
2016-04,Chittagong,Wheat flour,33.0,21.60043333333333
2016-04,Chittagong,Oil (palm),67.25,21.60043333333333
2016-04,Dhaka,Wheat flour,25.24,36.09876666666667
2016-04,Dhaka,Rice (coarse),26.86,36.09876666666667
2016-04,Dhaka,Wheat flour,33.14,36.09876666666667
2016-04,Khulna,Rice (coarse),25.7,17.154666666666667
2016-04,Khulna,Oil (palm),63.2,17.154666666666667
2016-04,Khulna,Lentils (masur),101.75,17.154666666666667
2016-04,Rajshahi,Rice (coarse),23.1,8.035266666666667
2016-04,Rajshahi,Lentils (masur),103.25,8.035266666666667
2016-04,Sylhet,Wheat flour,32.25,189.14023333333333
2016-04,Sylhet,Oil (palm),68.75,189.14023333333333
2016-05,Barisal,Rice (coarse),25.0,94.6125
2016-05,Barisal,Wheat flour,32.4,94.6125
2016-05,Barisal,Oil (palm),68.5,94.6125
2016-05,Barisal,Lentils (masur),111.0,94.6125
2016-05,Chittagong,Rice (coarse),25.33,91.71303333333331
2016-05,Chittagong,Wheat flour,32.1,91.71303333333331
2016-05,Dhaka,Wheat flour,25.0,112.87036666666664
2016-05,Dhaka,Wheat flour,32.85,112.87036666666664
2016-05,Dhaka,Oil (palm),67.0,112.87036666666664
2016-05,Dhaka,Lentils (masur),107.77,112.87036666666664
2016-05,Khulna,Rice (coarse),25.57,76.39466666666667
2016-05,Khulna,Wheat flour,30.78,76.39466666666667
2016-05,Khulna,Oil (palm),64.2,76.39466666666667
2016-05,Khulna,Lentils (masur),103.43,76.39466666666667
2016-05,Rajshahi,Wheat flour,31.18,63.5647
2016-05,Rajshahi,Oil (palm),66.0,63.5647
2016-05,Sylhet,Wheat flour,31.75,232.96296666666663
2016-05,Sylhet,Oil (palm),70.75,232.96296666666663
2016-05,Sylhet,Lentils (masur),107.25,232.96296666666663
2016-06,Barisal,Rice (coarse),30.0,63.95
2016-06,Barisal,Wheat flour,32.5,63.95
2016-06,Barisal,Oil (palm),70.0,63.95
2016-06,Barisal,Lentils (masur),109.0,63.95
2016-06,Chittagong,Wheat flour,31.5,152.63133333333334
2016-06,Chittagong,Lentils (masur),107.89,152.63133333333334
2016-06,Dhaka,Wheat flour,24.43,75.49380000000001
2016-06,Dhaka,Rice (coarse),27.31,75.49380000000001
2016-06,Dhaka,Wheat flour,32.38,75.49380000000001
2016-06,Dhaka,Oil (palm),66.14,75.49380000000001
2016-06,Dhaka,Lentils (masur),108.21,75.49380000000001
2016-06,Khulna,Wheat flour,30.44,65.01333333333334
2016-06,Khulna,Oil (palm),67.2,65.01333333333334
2016-06,Khulna,Lentils (masur),104.43,65.01333333333334
2016-06,Rajshahi,Wheat flour,30.9,53.301966666666665
2016-06,Rajshahi,Oil (palm),66.1,53.301966666666665
2016-06,Rajshahi,Lentils (masur),107.36,53.301966666666665
2016-06,Sylhet,Wheat flour,31.75,246.3651
2016-06,Sylhet,Oil (palm),70.5,246.3651
2016-06,Sylhet,Lentils (masur),108.25,246.3651
2016-07,Barisal,Rice (coarse),30.0,181.51666666666665
2016-07,Barisal,Wheat flour,31.25,181.51666666666665
2016-07,Barisal,Oil (palm),71.33,181.51666666666665
2016-07,Barisal,Lentils (masur),108.0,181.51666666666665
2016-07,Chittagong,Rice (coarse),26.4,270.3863333333333
2016-07,Chittagong,Oil (palm),67.44,270.3863333333333
2016-07,Chittagong,Lentils (masur),106.11,270.3863333333333
2016-07,Dhaka,Rice (coarse),28.46,132.20986666666667
2016-07,Dhaka,Wheat flour,32.36,132.20986666666667
2016-07,Dhaka,Oil (palm),66.64,132.20986666666667
2016-07,Dhaka,Lentils (masur),108.07,132.20986666666667
2016-07,Khulna,Rice (coarse),27.55,157.28266666666667
2016-07,Khulna,Wheat flour,30.37,157.28266666666667
2016-07,Khulna,Lentils (masur),104.85,157.28266666666667
2016-07,Rajshahi,Rice (coarse),25.45,121.20783333333333
2016-07,Rajshahi,Wheat flour,30.64,121.20783333333333
2016-07,Rajshahi,Oil (palm),66.0,121.20783333333333
2016-07,Sylhet,Wheat flour,31.75,172.9947
2016-07,Sylhet,Oil (palm),70.5,172.9947
2016-07,Sylhet,Lentils (masur),109.0,172.9947
2016-08,Barisal,Wheat flour,31.0,163.20833333333334
2016-08,Barisal,Oil (palm),71.0,163.20833333333334
2016-08,Barisal,Lentils (masur),107.67,163.20833333333334
2016-08,Chittagong,Wheat flour,32.0,208.7108
2016-08,Chittagong,Lentils (masur),106.0,208.7108
2016-08,Dhaka,Wheat flour,24.54,97.1173
2016-08,Dhaka,Wheat flour,32.46,97.1173
2016-08,Dhaka,Oil (palm),69.1,97.1173
2016-08,Dhaka,Lentils (masur),107.43,97.1173
2016-08,Khulna,Rice (coarse),29.78,152.53333333333333
2016-08,Khulna,Wheat flour,31.0,152.53333333333333
2016-08,Khulna,Lentils (masur),104.57,152.53333333333333
2016-08,Rajshahi,Wheat flour,30.2,60.53726666666666
2016-08,Rajshahi,Oil (palm),67.38,60.53726666666666
2016-08,Rajshahi,Lentils (masur),107.83,60.53726666666666
2016-08,Sylhet,Rice (coarse),27.0,187.56346666666664
2016-08,Sylhet,Oil (palm),71.0,187.56346666666664
2016-08,Sylhet,Lentils (masur),109.0,187.56346666666664
2016-09,Barisal,Rice (coarse),36.0,67.61666666666666
2016-09,Barisal,Wheat flour,31.4,67.61666666666666
2016-09,Barisal,Oil (palm),74.0,67.61666666666666
2016-09,Barisal,Lentils (masur),107.8,67.61666666666666
2016-09,Chittagong,Wheat flour,31.6,113.7152
2016-09,Chittagong,Oil (palm),72.0,113.7152
2016-09,Dhaka,Wheat flour,24.39,77.98763333333333
2016-09,Dhaka,Rice (coarse),32.5,77.98763333333333
2016-09,Dhaka,Wheat flour,32.2,77.98763333333333
2016-09,Dhaka,Oil (palm),72.3,77.98763333333333
2016-09,Dhaka,Lentils (masur),104.9,77.98763333333333
2016-09,Khulna,Rice (coarse),33.4,46.94933333333333
2016-09,Khulna,Wheat flour,31.4,46.94933333333333
2016-09,Khulna,Oil (palm),71.2,46.94933333333333
2016-09,Khulna,Lentils (masur),104.6,46.94933333333333
2016-09,Rajshahi,Wheat flour,30.3,84.61963333333334
2016-09,Rajshahi,Oil (palm),70.0,84.61963333333334
2016-09,Rajshahi,Lentils (masur),106.2,84.61963333333334
2016-09,Sylhet,Rice (coarse),28.7,212.2566
2016-09,Sylhet,Lentils (masur),109.7,212.2566
2016-10,Barisal,Rice (coarse),35.0,39.99166666666667
2016-10,Barisal,Wheat flour,32.0,39.99166666666667
2016-10,Barisal,Oil (palm),75.0,39.99166666666667
2016-10,Barisal,Lentils (masur),106.25,39.99166666666667
2016-10,Chittagong,Rice (coarse),33.6,97.16116666666666
2016-10,Chittagong,Wheat flour,32.3,97.16116666666666
2016-10,Chittagong,Oil (palm),72.7,97.16116666666666
2016-10,Dhaka,Rice (coarse),35.0,42.5185
2016-10,Dhaka,Wheat flour,31.92,42.5185
2016-10,Dhaka,Lentils (masur),104.69,42.5185
2016-10,Khulna,Wheat flour,31.6,33.349333333333334
2016-10,Khulna,Oil (palm),72.0,33.349333333333334
2016-10,Khulna,Lentils (masur),103.3,33.349333333333334
2016-10,Rajshahi,Oil (palm),71.87,30.03526666666667
2016-10,Rajshahi,Lentils (masur),105.69,30.03526666666667
2016-10,Sylhet,Rice (coarse),33.5,49.73276666666667
2016-10,Sylhet,Lentils (masur),106.75,49.73276666666667
2016-11,Barisal,Wheat flour,32.25,38.829166666666666
2016-11,Barisal,Oil (palm),75.67,38.829166666666666
2016-11,Barisal,Lentils (masur),103.0,38.829166666666666
2016-11,Chittagong,Wheat flour,31.3,57.02206666666666
2016-11,Chittagong,Oil (palm),72.2,57.02206666666666
2016-11,Chittagong,Lentils (masur),99.56,57.02206666666666
2016-11,Dhaka,Rice (coarse),36.0,24.32716666666667
2016-11,Dhaka,Wheat flour,32.1,24.32716666666667
2016-11,Dhaka,Oil (palm),72.36,24.32716666666667
2016-11,Dhaka,Lentils (masur),101.69,24.32716666666667
2016-11,Khulna,Wheat flour,31.67,18.709333333333333
2016-11,Khulna,Oil (palm),71.67,18.709333333333333
2016-11,Rajshahi,Lentils (masur),101.45,2.321533333333333
2016-11,Sylhet,Rice (coarse),34.5,29.666666666666668
2016-12,Barisal,Rice (coarse),32.5,1.6916666666666669
2016-12,Barisal,Wheat flour,32.0,1.6916666666666669
2016-12,Chittagong,Wheat flour,31.4,2.660066666666667
2016-12,Dhaka,Wheat flour,24.62,1.395066666666667
2016-12,Dhaka,Rice (coarse),34.57,1.395066666666667
2016-12,Dhaka,Wheat flour,32.1,1.395066666666667
2016-12,Dhaka,Oil (palm),73.4,1.395066666666667
2016-12,Dhaka,Lentils (masur),98.43,1.395066666666667
2016-12,Khulna,Rice (coarse),34.33,1.4826666666666668
2016-12,Khulna,Oil (palm),73.33,1.4826666666666668
2016-12,Khulna,Lentils (masur),97.86,1.4826666666666668
2016-12,Rajshahi,Rice (coarse),33.0,0.6823333333333333
2016-12,Rajshahi,Wheat flour,30.1,0.6823333333333333
2016-12,Rajshahi,Lentils (masur),99.0,0.6823333333333333
2016-12,Sylhet,Rice (coarse),35.57,3.055533333333333
2016-12,Sylhet,Wheat flour,33.0,3.055533333333333
2016-12,Sylhet,Oil (palm),76.75,3.055533333333333
2016-12,Sylhet,Lentils (masur),105.0,3.055533333333333
2017-01,Barisal,Lentils (masur),100.75,1.5458333333333334
2017-01,Chittagong,Rice (coarse),37.33,1.4525333333333332
2017-01,Chittagong,Wheat flour,30.55,1.4525333333333332
2017-01,Chittagong,Oil (palm),74.5,1.4525333333333332
2017-01,Dhaka,Wheat flour,24.75,1.1296333333333333
2017-01,Dhaka,Wheat flour,31.93,1.1296333333333333
2017-01,Dhaka,Oil (palm),74.85,1.1296333333333333
2017-01,Dhaka,Lentils (masur),97.86,1.1296333333333333
2017-01,Khulna,Rice (coarse),34.5,1.7573333333333334
2017-01,Khulna,Wheat flour,31.33,1.7573333333333334
2017-01,Khulna,Oil (palm),73.5,1.7573333333333334
2017-01,Khulna,Lentils (masur),95.14,1.7573333333333334
2017-01,Rajshahi,Rice (coarse),33.36,2.6941
2017-01,Rajshahi,Wheat flour,30.36,2.6941
2017-01,Rajshahi,Oil (palm),73.2,2.6941
2017-01,Sylhet,Wheat flour,32.67,1.246033333333333
2017-01,Sylhet,Lentils (masur),111.25,1.246033333333333
2017-02,Barisal,Rice (coarse),35.0,4.116666666666667
2017-02,Barisal,Wheat flour,31.0,4.116666666666667
2017-02,Barisal,Oil (palm),78.0,4.116666666666667
2017-02,Barisal,Lentils (masur),95.5,4.116666666666667
2017-02,Chittagong,Rice (coarse),36.25,3.4348666666666667
2017-02,Chittagong,Wheat flour,30.62,3.4348666666666667
2017-02,Chittagong,Lentils (masur),96.37,3.4348666666666667
2017-02,Dhaka,Rice (coarse),36.29,2.302433333333333
2017-02,Dhaka,Wheat flour,31.8,2.302433333333333
2017-02,Dhaka,Oil (palm),77.1,2.302433333333333
2017-02,Dhaka,Lentils (masur),95.43,2.302433333333333
2017-02,Khulna,Wheat flour,31.22,2.376
2017-02,Khulna,Oil (palm),72.86,2.376
2017-02,Khulna,Lentils (masur),91.43,2.376
2017-02,Rajshahi,Rice (coarse),34.0,1.3843
2017-02,Rajshahi,Wheat flour,29.92,1.3843
2017-02,Rajshahi,Oil (palm),73.8,1.3843
2017-02,Rajshahi,Lentils (masur),95.42,1.3843
2017-02,Sylhet,Rice (coarse),33.0,6.894166666666666
2017-02,Sylhet,Oil (palm),78.5,6.894166666666666
2017-02,Sylhet,Lentils (masur),106.25,6.894166666666666
2017-03,Barisal,Wheat flour,31.0,31.625
2017-03,Barisal,Lentils (masur),92.75,31.625
2017-03,Chittagong,Rice (coarse),37.0,42.27816666666667
2017-03,Chittagong,Wheat flour,30.5,42.27816666666667
2017-03,Dhaka,Rice (coarse),37.75,38.90743333333334
2017-03,Dhaka,Wheat flour,31.67,38.90743333333334
2017-03,Khulna,Rice (coarse),35.4,15.637333333333332
2017-03,Khulna,Wheat flour,31.1,15.637333333333332
2017-03,Khulna,Oil (palm),73.3,15.637333333333332
2017-03,Khulna,Lentils (masur),86.0,15.637333333333332
2017-03,Rajshahi,Wheat flour,30.0,11.749033333333331
2017-03,Rajshahi,Oil (palm),71.86,11.749033333333331
2017-03,Rajshahi,Lentils (masur),87.91,11.749033333333331
2017-03,Sylhet,Rice (coarse),34.0,101.664
2017-03,Sylhet,Lentils (masur),91.0,101.664
2017-04,Barisal,Rice (coarse),37.0,86.58749999999999
2017-04,Barisal,Wheat flour,31.0,86.58749999999999
2017-04,Barisal,Lentils (masur),86.25,86.58749999999999
2017-04,Chittagong,Rice (coarse),41.8,117.01103333333332
2017-04,Chittagong,Wheat flour,30.5,117.01103333333332
2017-04,Chittagong,Lentils (masur),88.25,117.01103333333332
2017-04,Dhaka,Rice (coarse),39.88,91.82099999999998
2017-04,Dhaka,Wheat flour,31.38,91.82099999999998
2017-04,Dhaka,Lentils (masur),86.64,91.82099999999998
2017-04,Khulna,Wheat flour,31.22,28.874666666666663
2017-04,Khulna,Oil (palm),72.71,28.874666666666663
2017-04,Khulna,Lentils (masur),85.29,28.874666666666663
2017-04,Rajshahi,Rice (coarse),37.27,34.0902
2017-04,Rajshahi,Wheat flour,30.08,34.0902
2017-04,Rajshahi,Oil (palm),71.33,34.0902
2017-04,Rajshahi,Lentils (masur),83.31,34.0902
2017-04,Sylhet,Wheat flour,32.5,137.19573333333332
2017-04,Sylhet,Lentils (masur),89.5,137.19573333333332
2017-05,Barisal,Rice (coarse),37.5,56.575
2017-05,Barisal,Wheat flour,31.0,56.575
2017-05,Chittagong,Rice (coarse),44.2,89.49446666666667
2017-05,Chittagong,Wheat flour,30.5,89.49446666666667
2017-05,Chittagong,Lentils (masur),86.5,89.49446666666667
2017-05,Dhaka,Wheat flour,24.3,109.5926
2017-05,Dhaka,Wheat flour,31.29,109.5926
2017-05,Dhaka,Oil (palm),74.08,109.5926
2017-05,Dhaka,Lentils (masur),87.83,109.5926
2017-05,Khulna,Wheat flour,31.22,45.02933333333333
2017-05,Khulna,Oil (palm),72.14,45.02933333333333
2017-05,Khulna,Lentils (masur),87.75,45.02933333333333
2017-05,Rajshahi,Wheat flour,30.38,53.06666666666667
2017-05,Rajshahi,Oil (palm),71.64,53.06666666666667
2017-05,Rajshahi,Lentils (masur),82.38,53.06666666666667
2017-05,Sylhet,Wheat flour,33.0,195.88093333333336
2017-05,Sylhet,Oil (palm),80.5,195.88093333333336
2017-06,Chittagong,Rice (coarse),44.75,257.16113333333334
2017-06,Chittagong,Wheat flour,30.69,257.16113333333334
2017-06,Chittagong,Lentils (masur),85.86,257.16113333333334
2017-06,Dhaka,Wheat flour,24.0,134.30863333333335
2017-06,Dhaka,Rice (coarse),43.37,134.30863333333335
2017-06,Dhaka,Wheat flour,31.1,134.30863333333335
2017-06,Dhaka,Oil (palm),73.44,134.30863333333335
2017-06,Dhaka,Lentils (masur),95.8,134.30863333333335
2017-06,Khulna,Wheat flour,31.29,110.264
2017-06,Khulna,Oil (palm),73.71,110.264
2017-06,Khulna,Lentils (masur),75.06,110.264
2017-06,Rajshahi,Rice (coarse),40.85,61.93333333333334
2017-06,Rajshahi,Wheat flour,29.53,61.93333333333334
2017-06,Sylhet,Wheat flour,31.92,372.3280333333334
2017-06,Sylhet,Oil (palm),81.38,372.3280333333334
2017-06,Sylhet,Lentils (masur),85.49,372.3280333333334
2017-07,Chittagong,Wheat flour,30.75,390.5563
